station,time,train,platform,route,delayedTime,information,timestampScraping
Karlsruhe Hbf,14:47,STR 2,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 14:47 - Ebertstraße, Karlsruhe 14:48",14:48,,2021-12-24 14:47:31.270612
Karlsruhe Hbf,14:47,Bus 55,"Hauptbahnhof (Vorplatz), Karlsruhe","Hauptbahnhof (Vorplatz), Karlsruhe 14:47 - Ebertstraße, Karlsruhe 14:49 - Kolpingplatz, Karlsruhe 14:51 - Südendschule, Karlsruhe 14:53",,,2021-12-24 14:47:31.272243
Karlsruhe Hbf,14:47,S 8,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 14:47 - Poststraße, Karlsruhe 14:48",14:47,,2021-12-24 14:47:31.273639
Karlsruhe Hbf,14:48,Bus 55,"Hauptbahnhof (Vorplatz), Karlsruhe","Hauptbahnhof (Vorplatz), Karlsruhe 14:48 - Ebertstraße, Karlsruhe 14:49 - Kolpingplatz, Karlsruhe 14:51 - Südendschule, Karlsruhe 14:53",14:48,,2021-12-24 14:47:31.274978
Karlsruhe Hbf,14:50,S 32,8,Karlsruhe Hbf 14:50 - Karlsruhe-Durlach 14:56,,,2021-12-24 14:47:31.276156
Karlsruhe Hbf,14:51,ICE 72,3,Karlsruhe Hbf 14:51 - Mannheim Hbf 15:14 - Frankfurt(Main)Hbf 15:52 - Kassel-Wilhelmshöhe 17:19 - Göttingen 17:38 - Hannover Hbf 18:17 - Hamburg Hbf 19:35 - Hamburg Dammtor 19:41 - Hamburg-Altona 19:50,14:51,,2021-12-24 14:47:31.277674
Karlsruhe Hbf,14:52,STR 2,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 14:52 - Poststraße, Karlsruhe 14:53",14:53,,2021-12-24 14:47:31.278912
Karlsruhe Hbf,14:53,Bus 47,"Hauptbahnhof (Vorplatz), Karlsruhe","Hauptbahnhof (Vorplatz), Karlsruhe 14:53 - Poststraße, Karlsruhe 14:54 - Durlach Zündhütle, Karlsruhe 15:01 - Wolfartsweier Nord, Karlsruhe 15:02",,,2021-12-24 14:47:31.280131
Karlsruhe Hbf,14:53,S 1,Karlsruhe Bahnhofsvorplatz,Karlsruhe Bahnhofsvorplatz 14:53 - Karlsruhe Albtalbahnhof 14:54,14:53,,2021-12-24 14:47:31.281431
Karlsruhe Hbf,14:54,TGV 9583,4,Karlsruhe Hbf 14:54 - Mannheim Hbf 15:18 - Frankfurt(Main)Hbf 15:58,14:56,,2021-12-24 14:47:31.282512
Karlsruhe Hbf,14:57,STR 3,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 14:57 - Ebertstraße, Karlsruhe 14:58",14:58,,2021-12-24 14:47:31.283682
Karlsruhe Hbf,14:57,Bus 50,"Hauptbahnhof (Vorplatz), Karlsruhe","Hauptbahnhof (Vorplatz), Karlsruhe 14:57 - Ebertstraße, Karlsruhe 14:59 - Barbarossaplatz, Karlsruhe 15:00 - Gebhardstraße, Karlsruhe 15:01",,,2021-12-24 14:47:31.284999
Karlsruhe Hbf,14:57,S 4,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 14:57 - Poststraße, Karlsruhe 14:58",,,2021-12-24 14:47:31.286288
Karlsruhe Hbf,14:58,S 3,12,Karlsruhe Hbf 14:58 - Karlsruhe-Durlach 15:02,14:58,,2021-12-24 14:47:31.287361
Karlsruhe Hbf,14:58,Bus 50,"Hauptbahnhof (Vorplatz), Karlsruhe","Hauptbahnhof (Vorplatz), Karlsruhe 14:58 - Ebertstraße, Karlsruhe 14:59 - Barbarossaplatz, Karlsruhe 15:00 - Gebhardstraße, Karlsruhe 15:01",,,2021-12-24 14:47:31.288529
Karlsruhe Hbf,14:59,Bus 62,"Hauptbahnhof (Vorplatz), Karlsruhe","Hauptbahnhof (Vorplatz), Karlsruhe 14:59 - Ebertstraße, Karlsruhe 15:01 - Welfenstraße, Karlsruhe 15:03 - Beiertheim West, Karlsruhe 15:04",,,2021-12-24 14:47:31.289711
Karlsruhe Hbf,15:00,ICE 107,2,Karlsruhe Hbf 15:00 - Offenburg 15:29 - Freiburg(Breisgau) Hbf 16:00 - Basel Bad Bf 16:35 - Basel SBB 16:47,15:00,,2021-12-24 14:47:31.290848
Karlsruhe Hbf,15:00,ICE 106,3,Karlsruhe Hbf 15:00 - Mannheim Hbf 15:24 - Frankfurt(M) Flughafen Fernbf 16:06 - Siegburg/Bonn 16:47 - Köln Hbf 17:04,15:00,,2021-12-24 14:47:31.292042
Karlsruhe Hbf,15:00,Bus 62,"Hauptbahnhof (Vorplatz), Karlsruhe","Hauptbahnhof (Vorplatz), Karlsruhe 15:00 - Ebertstraße, Karlsruhe 15:01 - Welfenstraße, Karlsruhe 15:03 - Beiertheim West, Karlsruhe 15:04",15:00,,2021-12-24 14:47:31.293537
Karlsruhe Hbf,15:02,STR 3,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 15:02 - Poststraße, Karlsruhe 15:03",15:02,,2021-12-24 14:47:31.294783
Karlsruhe Hbf,15:03,S 11,Karlsruhe Bahnhofsvorplatz,Karlsruhe Bahnhofsvorplatz 15:03 - Karlsruhe Albtalbahnhof 15:04,15:04,,2021-12-24 14:47:31.295967
Karlsruhe Hbf,15:05,RE 6 (12026),102,Karlsruhe Hbf 15:05 - Wörth(Rhein) 15:14 - Kandel 15:22 - Winden(Pfalz) 15:28 - Landau(Pfalz)Hbf 15:37 - Neustadt(Weinstr)Hbf 15:51,15:05,,2021-12-24 14:47:31.297325
Karlsruhe Hbf,15:05,S 11,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 15:05 - Poststraße, Karlsruhe 15:06",15:05,,2021-12-24 14:47:31.298609
Karlsruhe Hbf,15:06,IC 2161,10,Karlsruhe Hbf 15:06 - Pforzheim Hbf 15:25 - Mühlacker 15:35 - Vaihingen(Enz) 15:42 - Stuttgart Hbf 16:02 - Schwäbisch Gmünd 16:40 - Aalen Hbf 16:57 - Ellwangen 17:08 - Crailsheim 17:23 - Ansbach 17:49 - Nürnberg Hbf 18:18,,,2021-12-24 14:47:31.299725
Karlsruhe Hbf,15:07,RE 2 (4731),11,Karlsruhe Hbf 15:07 - Rastatt 15:20 - Baden-Baden 15:30,15:07,,2021-12-24 14:47:31.300946
Karlsruhe Hbf,15:07,STR 2,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 15:07 - Ebertstraße, Karlsruhe 15:08",15:08,,2021-12-24 14:47:31.302111
Karlsruhe Hbf,15:10,IC 2184,7,Karlsruhe Hbf 15:10 - Bruchsal 15:21 - Wiesloch-Walldorf 15:33 - Heidelberg Hbf 15:44 - Weinheim(Bergstr)Hbf 15:58 - Bensheim 16:08 - Darmstadt Hbf 16:22 - Frankfurt(Main)Hbf 16:40 - Frankfurt(Main)West 16:53 - Friedberg(Hess) 17:15 - Gießen 17:33 - Marburg(Lahn) 17:49 - Treysa 18:14 - Wabern(Bz Kassel) 18:32 - Kassel-Wilhelmshöhe 18:54 - Göttingen 19:16 - Hannover Hbf 19:56 - Celle 20:17 - Uelzen 20:40 - Lüneburg 20:56 - Hamburg-Harburg 21:16 - Hamburg Hbf 21:29 - Hamburg Dammtor 21:36 - Hamburg-Altona 21:46,,,2021-12-24 14:47:31.303231
Karlsruhe Hbf,15:10,S 31,13,Karlsruhe Hbf 15:10 - Karlsruhe-Durlach 15:16,,,2021-12-24 14:47:31.304448
Karlsruhe Hbf,15:11,ICE 75,2,Karlsruhe Hbf 15:11 - Baden-Baden 15:26 - Freiburg(Breisgau) Hbf 16:11 - Basel Bad Bf 16:46 - Basel SBB 16:55 - Zürich HB 18:00 - Sargans 19:03 - Landquart 19:12 - Chur 19:23,,Fahrt fällt aus,2021-12-24 14:47:31.305742
Karlsruhe Hbf,15:11,S 8,Karlsruhe Bahnhofsvorplatz,Karlsruhe Bahnhofsvorplatz 15:11 - Karlsruhe Albtalbahnhof 15:12,,,2021-12-24 14:47:31.307064
Karlsruhe Hbf,15:11,ICE 2879,2,Karlsruhe Hbf 15:11 - Baden-Baden 15:26 - Freiburg(Breisgau) Hbf 16:11 - Basel Bad Bf 16:46 - Basel SBB 16:55 - Zürich HB 18:00 - Sargans 19:03 - Landquart 19:12 - Chur 19:23,15:18,Ersatzfahrt für,2021-12-24 14:47:31.308765
Karlsruhe Hbf,15:12,TGV 9580,1,Karlsruhe Hbf 15:12 - Baden-Baden 15:34 - Strasbourg 16:01 - Mulhouse Ville 17:05,15:12,,2021-12-24 14:47:31.310258
Karlsruhe Hbf,15:12,STR 2,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 15:12 - Poststraße, Karlsruhe 15:13",15:13,,2021-12-24 14:47:31.311490
Karlsruhe Hbf,15:13,Bus 47,"Hauptbahnhof (Vorplatz), Karlsruhe","Hauptbahnhof (Vorplatz), Karlsruhe 15:13 - Poststraße, Karlsruhe 15:14 - Durlach Zündhütle, Karlsruhe 15:21 - Wolfartsweier Nord, Karlsruhe 15:22",,,2021-12-24 14:47:31.313005
Karlsruhe Hbf,15:13,S 1,Karlsruhe Bahnhofsvorplatz,Karlsruhe Bahnhofsvorplatz 15:13 - Karlsruhe Albtalbahnhof 15:14,15:13,,2021-12-24 14:47:31.314536
Karlsruhe Hbf,15:13,S 71,5,Karlsruhe Hbf 15:13 - Ettlingen West 15:18,15:14,,2021-12-24 14:47:31.315989
Karlsruhe Hbf,15:17,STR 3,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 15:17 - Ebertstraße, Karlsruhe 15:18",15:18,,2021-12-24 14:47:31.317822
Karlsruhe Hbf,15:17,Bus 50,"Hauptbahnhof (Vorplatz), Karlsruhe","Hauptbahnhof (Vorplatz), Karlsruhe 15:17 - Ebertstraße, Karlsruhe 15:19 - Barbarossaplatz, Karlsruhe 15:20 - Gebhardstraße, Karlsruhe 15:21",,,2021-12-24 14:47:31.319865
Karlsruhe Hbf,15:17,Bus 55,"Hauptbahnhof (Vorplatz), Karlsruhe","Hauptbahnhof (Vorplatz), Karlsruhe 15:17 - Ebertstraße, Karlsruhe 15:19 - Kolpingplatz, Karlsruhe 15:21 - Südendschule, Karlsruhe 15:23",,,2021-12-24 14:47:31.321756
Karlsruhe Hbf,15:18,Bus 50,"Hauptbahnhof (Vorplatz), Karlsruhe","Hauptbahnhof (Vorplatz), Karlsruhe 15:18 - Ebertstraße, Karlsruhe 15:19 - Barbarossaplatz, Karlsruhe 15:20 - Gebhardstraße, Karlsruhe 15:21",,,2021-12-24 14:47:31.323398
Karlsruhe Hbf,15:18,Bus 55,"Hauptbahnhof (Vorplatz), Karlsruhe","Hauptbahnhof (Vorplatz), Karlsruhe 15:18 - Ebertstraße, Karlsruhe 15:19 - Kolpingplatz, Karlsruhe 15:21 - Südendschule, Karlsruhe 15:23",15:18,,2021-12-24 14:47:31.325213
Karlsruhe Hbf,15:19,Bus 62,"Hauptbahnhof (Vorplatz), Karlsruhe","Hauptbahnhof (Vorplatz), Karlsruhe 15:19 - Ebertstraße, Karlsruhe 15:21 - Welfenstraße, Karlsruhe 15:23 - Beiertheim West, Karlsruhe 15:24",,,2021-12-24 14:47:31.326987
Karlsruhe Hbf,15:20,Bus 62,"Hauptbahnhof (Vorplatz), Karlsruhe","Hauptbahnhof (Vorplatz), Karlsruhe 15:20 - Ebertstraße, Karlsruhe 15:21 - Welfenstraße, Karlsruhe 15:23 - Beiertheim West, Karlsruhe 15:24",15:20,,2021-12-24 14:47:31.328900
Karlsruhe Hbf,15:22,STR 3,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 15:22 - Poststraße, Karlsruhe 15:23",15:23,,2021-12-24 14:47:31.330657
Karlsruhe Hbf,15:22,S 4,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 15:22 - Poststraße, Karlsruhe 15:23",15:22,,2021-12-24 14:47:31.332350
Karlsruhe Hbf,15:25,S 1,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 15:25 - Poststraße, Karlsruhe 15:26",,,2021-12-24 14:47:31.334011
Karlsruhe Hbf,15:27,STR 2,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 15:27 - Ebertstraße, Karlsruhe 15:28",15:28,,2021-12-24 14:47:31.335811
Karlsruhe Hbf,15:27,S 7,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 15:27 - Poststraße, Karlsruhe 15:28",15:27,,2021-12-24 14:47:31.337548
Karlsruhe Hbf,15:28,S 3,8,Karlsruhe Hbf 15:28 - Karlsruhe-Durlach 15:32,,,2021-12-24 14:47:31.339124
Karlsruhe Hbf,15:28,S 9,4,Karlsruhe Hbf 15:28 - Karlsruhe-Hagsfeld 15:32,,,2021-12-24 14:47:31.340720
Karlsruhe Hbf,15:31,S 7,Karlsruhe Bahnhofsvorplatz,Karlsruhe Bahnhofsvorplatz 15:31 - Karlsruhe Albtalbahnhof 15:32,15:32,,2021-12-24 14:47:31.342450
Karlsruhe Hbf,15:32,ICE 9572,6,Karlsruhe Hbf 15:32 - Strasbourg 16:12 - Paris Est 18:05,15:40,Grund: Reparatur am Zug,2021-12-24 14:47:31.343903
Karlsruhe Hbf,15:32,STR 2,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 15:32 - Poststraße, Karlsruhe 15:33",15:33,,2021-12-24 14:47:31.345653
Karlsruhe Hbf,15:33,RB 51 (12414),102,Karlsruhe Hbf 15:33 - Karlsruhe West 15:39 - Karlsruhe-Mühlburg 15:42,,,2021-12-24 14:47:31.347313
Karlsruhe Hbf,15:33,S 11,Karlsruhe Bahnhofsvorplatz,Karlsruhe Bahnhofsvorplatz 15:33 - Karlsruhe Albtalbahnhof 15:34,15:33,,2021-12-24 14:47:31.349133
Karlsruhe Hbf,15:37,STR 3,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 15:37 - Ebertstraße, Karlsruhe 15:38",15:38,,2021-12-24 14:47:31.350888
Karlsruhe Hbf,15:37,Bus 50,"Hauptbahnhof (Vorplatz), Karlsruhe","Hauptbahnhof (Vorplatz), Karlsruhe 15:37 - Ebertstraße, Karlsruhe 15:39 - Barbarossaplatz, Karlsruhe 15:40 - Gebhardstraße, Karlsruhe 15:41",,,2021-12-24 14:47:31.352632
Karlsruhe Hbf,15:37,S 4,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 15:37 - Poststraße, Karlsruhe 15:38",,,2021-12-24 14:47:31.354454
Karlsruhe Hbf,15:38,Bus 50,"Hauptbahnhof (Vorplatz), Karlsruhe","Hauptbahnhof (Vorplatz), Karlsruhe 15:38 - Ebertstraße, Karlsruhe 15:39 - Barbarossaplatz, Karlsruhe 15:40 - Gebhardstraße, Karlsruhe 15:41",,,2021-12-24 14:47:31.356297
Karlsruhe Hbf,15:39,RE 7 (5339),14,Karlsruhe Hbf 15:39 - Rastatt 15:52 - Baden-Baden 16:00,,,2021-12-24 14:47:31.357919
Karlsruhe Hbf,15:39,Bus 62,"Hauptbahnhof (Vorplatz), Karlsruhe","Hauptbahnhof (Vorplatz), Karlsruhe 15:39 - Ebertstraße, Karlsruhe 15:41 - Welfenstraße, Karlsruhe 15:43 - Beiertheim West, Karlsruhe 15:44",,,2021-12-24 14:47:31.359565
Karlsruhe Hbf,15:40,Bus 62,"Hauptbahnhof (Vorplatz), Karlsruhe","Hauptbahnhof (Vorplatz), Karlsruhe 15:40 - Ebertstraße, Karlsruhe 15:41 - Welfenstraße, Karlsruhe 15:43 - Beiertheim West, Karlsruhe 15:44",15:40,,2021-12-24 14:47:31.361260
Karlsruhe Hbf,15:42,STR 3,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 15:42 - Poststraße, Karlsruhe 15:43",15:43,,2021-12-24 14:47:31.362893
Karlsruhe Hbf,15:45,S 1,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 15:45 - Poststraße, Karlsruhe 15:46",15:45,,2021-12-24 14:47:31.364611
Karlsruhe Hbf,15:47,STR 2,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 15:47 - Ebertstraße, Karlsruhe 15:48",15:48,,2021-12-24 14:47:31.366287
Karlsruhe Hbf,15:47,Bus 55,"Hauptbahnhof (Vorplatz), Karlsruhe","Hauptbahnhof (Vorplatz), Karlsruhe 15:47 - Ebertstraße, Karlsruhe 15:49 - Kolpingplatz, Karlsruhe 15:51 - Südendschule, Karlsruhe 15:53",,,2021-12-24 14:47:31.367909
Karlsruhe Hbf,15:47,S 8,Karlsruhe Bahnhofsvorplatz,"Karlsruhe Bahnhofsvorplatz 15:47 - Poststraße, Karlsruhe 15:48",15:47,,2021-12-24 14:47:31.369668
station,time,train,platform,route,delayedTime,information,timestampScraping
Karlruhe Durlach,14:48,STR 2,"Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe","Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe 14:48 - Durlach Untermühlstraße, Karlsruhe 14:49",14:49,,2021-12-24 14:47:33.590024
Karlruhe Durlach,14:49,STR 2,"Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe","Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe 14:49 - Durlach Gritznerstraße, Karlsruhe 14:50",14:50,,2021-12-24 14:47:33.592266
Karlruhe Durlach,14:49,STR E,"Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe","Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe 14:49 - Durlach Untermühlstraße, Karlsruhe 14:50 - Weinweg, Karlsruhe 14:51 - Tullastraße/Alter Schlachthof, Karlsruhe 14:53 - Tullastraße/Alter Schlachthof, Karlsruhe 14:54",,,2021-12-24 14:47:33.594129
Karlruhe Durlach,14:52,S 5,11,"Karlsruhe-Durlach 14:52 - Durlach Hubstraße, Karlsruhe 14:53",14:55,,2021-12-24 14:47:33.595940
Karlruhe Durlach,14:53,S 3,6b,Karlsruhe-Durlach 14:53 - Karlsruhe Hbf 15:00,14:55,,2021-12-24 14:47:33.597537
Karlruhe Durlach,14:54,STR 5,,"Karlsruhe-Durlach 14:54 - Durlach Untermühlstraße, Karlsruhe 14:55",,,2021-12-24 14:47:33.601084
Karlruhe Durlach,14:55,S 4,11,Karlsruhe-Durlach 14:55 - Grötzingen 14:58,,,2021-12-24 14:47:33.602632
Karlruhe Durlach,14:56,STR 1,"Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe","Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe 14:56 - Durlach Friedrichschule, Karlsruhe 14:57 - Durlach Schlossplatz, Karlsruhe 14:58 - Durlach Turmberg, Karlsruhe 15:00",14:57,,2021-12-24 14:47:33.604453
Karlruhe Durlach,14:56,S 32,5a,Karlsruhe-Durlach 14:56 - Weingarten(Baden) 15:02,,,2021-12-24 14:47:33.606250
Karlruhe Durlach,14:56,S 51,12,"Karlsruhe-Durlach 14:56 - Durlach Untermühlstraße, Karlsruhe 14:57",,,2021-12-24 14:47:33.607776
Karlruhe Durlach,15:01,STR 1,"Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe","Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe 15:01 - Durlach Untermühlstraße, Karlsruhe 15:02",15:02,,2021-12-24 14:47:33.609518
Karlruhe Durlach,15:02,Bus 107,"Durlach Bahnhof, Karlsruhe","Durlach Bahnhof, Karlsruhe 15:02 - Durlach Raiherwiesenstraße, Karlsruhe 15:03 - Durlach Gudrunstraße, Karlsruhe 15:04 - Durlach Ottostraße, Karlsruhe 15:05",15:03,,2021-12-24 14:47:33.611182
Karlruhe Durlach,15:02,S 51,11,"Karlsruhe-Durlach 15:02 - Durlach Hubstraße, Karlsruhe 15:03",15:03,,2021-12-24 14:47:33.612727
Karlruhe Durlach,15:02,S 4,12,"Karlsruhe-Durlach 15:02 - Durlach Untermühlstraße, Karlsruhe 15:04",15:02,,2021-12-24 14:47:33.614210
Karlruhe Durlach,15:03,S 3,1,Karlsruhe-Durlach 15:03 - Bruchsal 15:14,15:03,,2021-12-24 14:47:33.615688
Karlruhe Durlach,15:04,S 32,6a,Karlsruhe-Durlach 15:04 - Karlsruhe Hbf 15:09,15:04,,2021-12-24 14:47:33.617368
Karlruhe Durlach,15:06,S 5,12,"Karlsruhe-Durlach 15:06 - Durlach Untermühlstraße, Karlsruhe 15:07",,,2021-12-24 14:47:33.619160
Karlruhe Durlach,15:08,STR 2,"Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe","Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe 15:08 - Durlach Untermühlstraße, Karlsruhe 15:09",15:09,,2021-12-24 14:47:33.621077
Karlruhe Durlach,15:09,STR 2,"Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe","Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe 15:09 - Durlach Gritznerstraße, Karlsruhe 15:10",15:10,,2021-12-24 14:47:33.622984
Karlruhe Durlach,15:12,S 5,11,"Karlsruhe-Durlach 15:12 - Durlach Hubstraße, Karlsruhe 15:13",15:12,,2021-12-24 14:47:33.624877
Karlruhe Durlach,15:14,STR 5,,"Karlsruhe-Durlach 15:14 - Durlach Untermühlstraße, Karlsruhe 15:15",,,2021-12-24 14:47:33.626764
Karlruhe Durlach,15:15,S 4,11,Karlsruhe-Durlach 15:15 - Grötzingen 15:18,,,2021-12-24 14:47:33.628481
Karlruhe Durlach,15:16,STR 1,"Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe","Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe 15:16 - Durlach Friedrichschule, Karlsruhe 15:17 - Durlach Schlossplatz, Karlsruhe 15:18 - Durlach Turmberg, Karlsruhe 15:20",15:17,,2021-12-24 14:47:33.630274
Karlruhe Durlach,15:16,S 5,12,"Karlsruhe-Durlach 15:16 - Durlach Untermühlstraße, Karlsruhe 15:17",,,2021-12-24 14:47:33.631935
Karlruhe Durlach,15:16,S 31,1,Karlsruhe-Durlach 15:16 - Weingarten(Baden) 15:22,,,2021-12-24 14:47:33.633760
Karlruhe Durlach,15:19,IRE 1 (19018),2b,Karlsruhe-Durlach 15:19 - Karlsruhe Hbf 15:25,15:19,,2021-12-24 14:47:33.635973
Karlruhe Durlach,15:20,S 4,12,"Karlsruhe-Durlach 15:20 - Tullastraße/Alter Schlachthof, Karlsruhe 15:25",15:20,,2021-12-24 14:47:33.637520
Karlruhe Durlach,15:21,STR 1,"Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe","Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe 15:21 - Durlach Untermühlstraße, Karlsruhe 15:22",15:22,,2021-12-24 14:47:33.639220
Karlruhe Durlach,15:22,S 5,11,"Karlsruhe-Durlach 15:22 - Durlach Hubstraße, Karlsruhe 15:23",,,2021-12-24 14:47:33.640702
Karlruhe Durlach,15:26,S 5,12,"Karlsruhe-Durlach 15:26 - Durlach Untermühlstraße, Karlsruhe 15:27",,,2021-12-24 14:47:33.642135
Karlruhe Durlach,15:28,STR 2,"Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe","Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe 15:28 - Durlach Untermühlstraße, Karlsruhe 15:29",15:29,,2021-12-24 14:47:33.643856
Karlruhe Durlach,15:29,STR 2,"Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe","Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe 15:29 - Durlach Gritznerstraße, Karlsruhe 15:30",15:30,,2021-12-24 14:47:33.645612
Karlruhe Durlach,15:32,S 3,5b,Karlsruhe-Durlach 15:32 - Bruchsal 15:42,,,2021-12-24 14:47:33.647085
Karlruhe Durlach,15:32,S 3,6b,Karlsruhe-Durlach 15:32 - Karlsruhe Hbf 15:38,15:32,,2021-12-24 14:47:33.648756
Karlruhe Durlach,15:32,S 5,11,"Karlsruhe-Durlach 15:32 - Durlach Hubstraße, Karlsruhe 15:33",15:32,,2021-12-24 14:47:33.650462
Karlruhe Durlach,15:34,STR 5,,"Karlsruhe-Durlach 15:34 - Durlach Untermühlstraße, Karlsruhe 15:35",,,2021-12-24 14:47:33.652160
Karlruhe Durlach,15:36,STR 1,"Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe","Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe 15:36 - Durlach Friedrichschule, Karlsruhe 15:37 - Durlach Schlossplatz, Karlsruhe 15:38 - Durlach Turmberg, Karlsruhe 15:40",15:37,,2021-12-24 14:47:33.653838
Karlruhe Durlach,15:36,S 5,12,"Karlsruhe-Durlach 15:36 - Durlach Untermühlstraße, Karlsruhe 15:37",,,2021-12-24 14:47:33.655284
Karlruhe Durlach,15:39,S 4,11,Karlsruhe-Durlach 15:39 - Jöhlingen West 15:48,15:39,,2021-12-24 14:47:33.656770
Karlruhe Durlach,15:41,STR 1,"Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe","Durlach Auer Straße/Dr.Willmar Schwabe, Karlsruhe 15:41 - Durlach Untermühlstraße, Karlsruhe 15:42",15:42,,2021-12-24 14:47:33.658486
Karlruhe Durlach,15:42,S 5,11,"Karlsruhe-Durlach 15:42 - Durlach Hubstraße, Karlsruhe 15:43",,,2021-12-24 14:47:33.660123
Karlruhe Durlach,15:42,S 4,12,"Karlsruhe-Durlach 15:42 - Durlach Untermühlstraße, Karlsruhe 15:44",,,2021-12-24 14:47:33.661838
Karlruhe Durlach,15:43,S 31,2a,Karlsruhe-Durlach 15:43 - Karlsruhe Hbf 15:48,,,2021-12-24 14:47:33.663272
Karlruhe Durlach,15:46,S 5,12,"Karlsruhe-Durlach 15:46 - Durlach Untermühlstraße, Karlsruhe 15:47",15:46,,2021-12-24 14:47:33.664722
station,time,train,platform,route,delayedTime,information,timestampScraping
Rastatt,14:48,Bus 234,"Bahnhof, Rastatt","Bahnhof, Rastatt 14:48 - SchlossGalerie, Rastatt 14:50 - Kapellenstraße, Rastatt 14:51 - Kehler Straße, Rastatt 14:53",,,2021-12-24 14:47:35.860375
Rastatt,14:48,Bus 232,"Bahnhof, Rastatt","Bahnhof, Rastatt 14:48 - Niederwaldstraße, Rastatt 14:50 - Forum, Rastatt 14:51 - Im Wöhr, Rastatt 14:53",,,2021-12-24 14:47:35.863293
Rastatt,14:50,Bus 239,"Bahnhof, Rastatt","Bahnhof, Rastatt 14:50 - Königsberger Str., Rastatt 14:52 - Stadtfriedhof, Rastatt 14:53 - Lyzeumstraße, Rastatt 14:55",,,2021-12-24 14:47:35.865792
Rastatt,14:52,RE 7 (17019),3,Rastatt 14:52 - Baden-Baden 14:58 - Bühl(Baden) 15:04,14:53,,2021-12-24 14:47:35.868092
Rastatt,14:55,Bus 235,"Bahnhof, Rastatt","Bahnhof, Rastatt 14:55 - Tulla-Gymnasium, Rastatt 14:58 - Danziger Straße, Rastatt 14:59 - Waldfriedhof, Rastatt 15:00",,,2021-12-24 14:47:35.869990
Rastatt,14:57,S 7,3,Rastatt 14:57 - Baden-Baden Haueneberstein 15:01,14:57,,2021-12-24 14:47:35.871627
Rastatt,15:02,S 7,4,Rastatt 15:02 - Ötigheim 15:06,15:02,,2021-12-24 14:47:35.873093
